date,d,item_id,dept_id,cat_id,store_id,state_id,units_sold,sell_price,revenue,weekday,month,year,event_name_1,event_type_1
2015-10-11,d_1717,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,26,1.78,46.28,Sunday,10,2015,,
2015-10-12,d_1718,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,16,1.78,28.48,Monday,10,2015,ColumbusDay,National
2015-10-13,d_1719,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,15,1.78,26.7,Tuesday,10,2015,,
2015-10-14,d_1720,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,8,1.78,14.24,Wednesday,10,2015,,
2015-10-15,d_1721,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,5,1.78,8.9,Thursday,10,2015,,
2015-10-16,d_1722,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,6,1.78,10.68,Friday,10,2015,,
2015-10-17,d_1723,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,9,1.78,16.02,Saturday,10,2015,,
2015-10-18,d_1724,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,15,1.78,26.7,Sunday,10,2015,,
2015-10-19,d_1725,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,8,1.78,14.24,Monday,10,2015,,
2015-10-20,d_1726,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,4,1.78,7.12,Tuesday,10,2015,,
2015-10-21,d_1727,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,6,1.78,10.68,Wednesday,10,2015,,
2015-10-22,d_1728,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,9,1.78,16.02,Thursday,10,2015,,
2015-10-23,d_1729,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,8,1.78,14.24,Friday,10,2015,,
2015-10-24,d_1730,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,8,1.78,14.24,Saturday,10,2015,,
2015-10-25,d_1731,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,15,1.78,26.7,Sunday,10,2015,,
2015-10-26,d_1732,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,13,1.78,23.14,Monday,10,2015,,
2015-10-27,d_1733,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,8,1.78,14.24,Tuesday,10,2015,,
2015-10-28,d_1734,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,7,1.78,12.46,Wednesday,10,2015,,
2015-10-29,d_1735,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,2,1.78,3.56,Thursday,10,2015,,
2015-10-30,d_1736,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,5,1.78,8.9,Friday,10,2015,,
2015-10-31,d_1737,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,7,1.78,12.46,Saturday,10,2015,Halloween,Cultural
2015-11-01,d_1738,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,14,1.78,24.92,Sunday,11,2015,,
2015-11-02,d_1739,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,9,1.78,16.02,Monday,11,2015,,
2015-11-03,d_1740,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,2,1.78,3.56,Tuesday,11,2015,,
2015-11-04,d_1741,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,13,1.78,23.14,Wednesday,11,2015,,
2015-11-05,d_1742,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,12,1.78,21.36,Thursday,11,2015,,
2015-11-06,d_1743,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,19,1.78,33.82,Friday,11,2015,,
2015-11-07,d_1744,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,18,1.78,32.04,Saturday,11,2015,,
2015-11-08,d_1745,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,5,1.78,8.9,Sunday,11,2015,,
2015-11-09,d_1746,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,11,1.78,19.580000000000002,Monday,11,2015,,
2015-11-10,d_1747,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,8,1.78,14.24,Tuesday,11,2015,,
2015-11-11,d_1748,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,7,1.78,12.46,Wednesday,11,2015,VeteransDay,National
2015-11-12,d_1749,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,9,1.78,16.02,Thursday,11,2015,,
2015-11-13,d_1750,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,5,1.78,8.9,Friday,11,2015,,
2015-11-14,d_1751,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,7,1.78,12.46,Saturday,11,2015,,
2015-11-15,d_1752,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,14,1.78,24.92,Sunday,11,2015,,
2015-11-16,d_1753,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,6,1.78,10.68,Monday,11,2015,,
2015-11-17,d_1754,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,11,1.78,19.580000000000002,Tuesday,11,2015,,
2015-11-18,d_1755,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,6,1.78,10.68,Wednesday,11,2015,,
2015-11-19,d_1756,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,2,1.78,3.56,Thursday,11,2015,,
2015-11-20,d_1757,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,4,1.78,7.12,Friday,11,2015,,
2015-11-21,d_1758,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,9,1.78,16.02,Saturday,11,2015,,
2015-11-22,d_1759,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,5,1.78,8.9,Sunday,11,2015,,
2015-11-23,d_1760,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,3,1.78,5.34,Monday,11,2015,,
2015-11-24,d_1761,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,14,1.78,24.92,Tuesday,11,2015,,
2015-11-25,d_1762,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,8,1.78,14.24,Wednesday,11,2015,,
2015-11-26,d_1763,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,2,1.78,3.56,Thursday,11,2015,Thanksgiving,National
2015-11-27,d_1764,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,4,1.78,7.12,Friday,11,2015,,
2015-11-28,d_1765,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,6,1.78,10.68,Saturday,11,2015,,
2015-11-29,d_1766,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,14,1.78,24.92,Sunday,11,2015,,
2015-11-30,d_1767,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,2,1.78,3.56,Monday,11,2015,,
2015-12-01,d_1768,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,2,1.78,3.56,Tuesday,12,2015,,
2015-12-02,d_1769,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,4,1.78,7.12,Wednesday,12,2015,,
2015-12-03,d_1770,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,13,1.78,23.14,Thursday,12,2015,,
2015-12-04,d_1771,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,7,1.78,12.46,Friday,12,2015,,
2015-12-05,d_1772,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,14,1.78,24.92,Saturday,12,2015,,
2015-12-06,d_1773,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,18,1.78,32.04,Sunday,12,2015,,
2015-12-07,d_1774,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,16,1.78,28.48,Monday,12,2015,,
2015-12-08,d_1775,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,10,1.78,17.8,Tuesday,12,2015,,
2015-12-09,d_1776,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,6,1.78,10.68,Wednesday,12,2015,,
2015-12-10,d_1777,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,3,1.78,5.34,Thursday,12,2015,,
2015-12-11,d_1778,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,7,1.78,12.46,Friday,12,2015,,
2015-12-12,d_1779,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,25,1.78,44.5,Saturday,12,2015,,
2015-12-13,d_1780,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,13,1.78,23.14,Sunday,12,2015,,
2015-12-14,d_1781,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,10,1.78,17.8,Monday,12,2015,Chanukah End,Religious
2015-12-15,d_1782,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,16,1.78,28.48,Tuesday,12,2015,,
2015-12-16,d_1783,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,15,1.78,26.7,Wednesday,12,2015,,
2015-12-17,d_1784,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,7,1.78,12.46,Thursday,12,2015,,
2015-12-18,d_1785,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,9,1.78,16.02,Friday,12,2015,,
2015-12-19,d_1786,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,16,1.78,28.48,Saturday,12,2015,,
2015-12-20,d_1787,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,7,1.78,12.46,Sunday,12,2015,,
2015-12-21,d_1788,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,16,1.78,28.48,Monday,12,2015,,
2015-12-22,d_1789,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,15,1.78,26.7,Tuesday,12,2015,,
2015-12-23,d_1790,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,11,1.78,19.580000000000002,Wednesday,12,2015,,
2015-12-24,d_1791,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,14,1.78,24.92,Thursday,12,2015,,
2015-12-25,d_1792,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,0,1.78,0.0,Friday,12,2015,Christmas,National
2015-12-26,d_1793,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,21,1.78,37.38,Saturday,12,2015,,
2015-12-27,d_1794,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,18,1.78,32.04,Sunday,12,2015,,
2015-12-28,d_1795,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,12,1.78,21.36,Monday,12,2015,,
2015-12-29,d_1796,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,12,1.78,21.36,Tuesday,12,2015,,
2015-12-30,d_1797,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,17,1.78,30.26,Wednesday,12,2015,,
2015-12-31,d_1798,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,17,1.78,30.26,Thursday,12,2015,,
2016-01-01,d_1799,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,16,1.78,28.48,Friday,1,2016,NewYear,National
2016-01-02,d_1800,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,41,1.78,72.98,Saturday,1,2016,,
2016-01-03,d_1801,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,18,1.78,32.04,Sunday,1,2016,,
2016-01-04,d_1802,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,21,1.78,37.38,Monday,1,2016,,
2016-01-05,d_1803,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,15,1.78,26.7,Tuesday,1,2016,,
2016-01-06,d_1804,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,16,1.78,28.48,Wednesday,1,2016,,
2016-01-07,d_1805,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,16,1.78,28.48,Thursday,1,2016,OrthodoxChristmas,Religious
2016-01-08,d_1806,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,23,1.78,40.94,Friday,1,2016,,
2016-01-09,d_1807,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,45,1.78,80.1,Saturday,1,2016,,
2016-01-10,d_1808,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,16,1.78,28.48,Sunday,1,2016,,
2016-01-11,d_1809,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,24,1.78,42.72,Monday,1,2016,,
2016-01-12,d_1810,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,19,1.78,33.82,Tuesday,1,2016,,
2016-01-13,d_1811,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,17,1.78,30.26,Wednesday,1,2016,,
2016-01-14,d_1812,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,10,1.78,17.8,Thursday,1,2016,,
2016-01-15,d_1813,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,20,1.78,35.6,Friday,1,2016,,
2016-01-16,d_1814,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,16,1.78,28.48,Saturday,1,2016,,
2016-01-17,d_1815,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,23,1.78,40.94,Sunday,1,2016,,
2016-01-18,d_1816,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,18,1.78,32.04,Monday,1,2016,MartinLutherKingDay,National
2016-01-19,d_1817,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,40,1.78,71.2,Tuesday,1,2016,,
2016-01-20,d_1818,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,13,1.78,23.14,Wednesday,1,2016,,
2016-01-21,d_1819,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,9,1.78,16.02,Thursday,1,2016,,
2016-01-22,d_1820,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,37,1.78,65.86,Friday,1,2016,,
2016-01-23,d_1821,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,19,1.78,33.82,Saturday,1,2016,,
2016-01-24,d_1822,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,15,1.78,26.7,Sunday,1,2016,,
2016-01-25,d_1823,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,42,1.78,74.76,Monday,1,2016,,
2016-01-26,d_1824,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,10,1.78,17.8,Tuesday,1,2016,,
2016-01-27,d_1825,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,11,1.78,19.580000000000002,Wednesday,1,2016,,
2016-01-28,d_1826,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,10,1.78,17.8,Thursday,1,2016,,
2016-01-29,d_1827,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,14,1.78,24.92,Friday,1,2016,,
2016-01-30,d_1828,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,14,1.78,24.92,Saturday,1,2016,,
2016-01-31,d_1829,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,19,1.78,33.82,Sunday,1,2016,,
2016-02-01,d_1830,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,26,1.78,46.28,Monday,2,2016,,
2016-02-02,d_1831,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,32,1.78,56.96,Tuesday,2,2016,,
2016-02-03,d_1832,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,20,1.78,35.6,Wednesday,2,2016,,
2016-02-04,d_1833,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,30,1.78,53.4,Thursday,2,2016,,
2016-02-05,d_1834,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,16,1.78,28.48,Friday,2,2016,,
2016-02-06,d_1835,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,32,1.78,56.96,Saturday,2,2016,,
2016-02-07,d_1836,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,31,1.78,55.18,Sunday,2,2016,SuperBowl,Sporting
2016-02-08,d_1837,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,30,1.78,53.4,Monday,2,2016,,
2016-02-09,d_1838,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,14,1.78,24.92,Tuesday,2,2016,,
2016-02-10,d_1839,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,3,1.78,5.34,Wednesday,2,2016,LentStart,Religious
2016-02-11,d_1840,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,8,1.78,14.24,Thursday,2,2016,,
2016-02-12,d_1841,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,10,1.78,17.8,Friday,2,2016,,
2016-02-13,d_1842,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,20,1.78,35.6,Saturday,2,2016,,
2016-02-14,d_1843,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,18,1.78,32.04,Sunday,2,2016,ValentinesDay,Cultural
2016-02-15,d_1844,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,15,1.78,26.7,Monday,2,2016,PresidentsDay,National
2016-02-16,d_1845,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,27,1.78,48.06,Tuesday,2,2016,,
2016-02-17,d_1846,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,10,1.78,17.8,Wednesday,2,2016,LentWeek2,Religious
2016-02-18,d_1847,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,12,1.78,21.36,Thursday,2,2016,,
2016-02-19,d_1848,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,10,1.78,17.8,Friday,2,2016,,
2016-02-20,d_1849,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,28,1.78,49.84,Saturday,2,2016,,
2016-02-21,d_1850,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,9,1.78,16.02,Sunday,2,2016,,
2016-02-22,d_1851,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,4,1.78,7.12,Monday,2,2016,,
2016-02-23,d_1852,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,4,1.78,7.12,Tuesday,2,2016,,
2016-02-24,d_1853,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,6,1.78,10.68,Wednesday,2,2016,,
2016-02-25,d_1854,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,17,1.78,30.26,Thursday,2,2016,,
2016-02-26,d_1855,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,11,1.78,19.580000000000002,Friday,2,2016,,
2016-02-27,d_1856,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,9,1.78,16.02,Saturday,2,2016,,
2016-02-28,d_1857,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,13,1.78,23.14,Sunday,2,2016,,
2016-02-29,d_1858,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,8,1.78,14.24,Monday,2,2016,,
2016-03-01,d_1859,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,9,1.78,16.02,Tuesday,3,2016,,
2016-03-02,d_1860,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,3,1.78,5.34,Wednesday,3,2016,,
2016-03-03,d_1861,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,13,1.78,23.14,Thursday,3,2016,,
2016-03-04,d_1862,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,5,1.78,8.9,Friday,3,2016,,
2016-03-05,d_1863,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,10,1.78,17.8,Saturday,3,2016,,
2016-03-06,d_1864,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,12,1.78,21.36,Sunday,3,2016,,
2016-03-07,d_1865,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,5,1.78,8.9,Monday,3,2016,,
2016-03-08,d_1866,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,5,1.78,8.9,Tuesday,3,2016,,
2016-03-09,d_1867,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,7,1.78,12.46,Wednesday,3,2016,,
2016-03-10,d_1868,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,11,1.78,19.580000000000002,Thursday,3,2016,,
2016-03-11,d_1869,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,10,1.78,17.8,Friday,3,2016,,
2016-03-12,d_1870,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,7,1.78,12.46,Saturday,3,2016,,
2016-03-13,d_1871,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,9,1.78,16.02,Sunday,3,2016,,
2016-03-14,d_1872,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,14,1.78,24.92,Monday,3,2016,,
2016-03-15,d_1873,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,13,1.78,23.14,Tuesday,3,2016,,
2016-03-16,d_1874,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,2,1.78,3.56,Wednesday,3,2016,,
2016-03-17,d_1875,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,5,1.78,8.9,Thursday,3,2016,StPatricksDay,Cultural
2016-03-18,d_1876,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,6,1.78,10.68,Friday,3,2016,,
2016-03-19,d_1877,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,10,1.78,17.8,Saturday,3,2016,,
2016-03-20,d_1878,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,7,1.78,12.46,Sunday,3,2016,,
2016-03-21,d_1879,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,7,1.78,12.46,Monday,3,2016,,
2016-03-22,d_1880,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,11,1.78,19.580000000000002,Tuesday,3,2016,,
2016-03-23,d_1881,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,6,1.78,10.68,Wednesday,3,2016,,
2016-03-24,d_1882,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,21,1.78,37.38,Thursday,3,2016,Purim End,Religious
2016-03-25,d_1883,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,20,1.78,35.6,Friday,3,2016,,
2016-03-26,d_1884,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,22,1.78,39.160000000000004,Saturday,3,2016,,
2016-03-27,d_1885,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,15,1.78,26.7,Sunday,3,2016,Easter,Cultural
2016-03-28,d_1886,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,9,1.78,16.02,Monday,3,2016,,
2016-03-29,d_1887,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,20,1.78,35.6,Tuesday,3,2016,,
2016-03-30,d_1888,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,21,1.78,37.38,Wednesday,3,2016,,
2016-03-31,d_1889,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,12,1.78,21.36,Thursday,3,2016,,
2016-04-01,d_1890,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,27,1.78,48.06,Friday,4,2016,,
2016-04-02,d_1891,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,39,1.78,69.42,Saturday,4,2016,,
2016-04-03,d_1892,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,22,1.78,39.160000000000004,Sunday,4,2016,,
2016-04-04,d_1893,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,11,1.78,19.580000000000002,Monday,4,2016,,
2016-04-05,d_1894,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,28,1.78,49.84,Tuesday,4,2016,,
2016-04-06,d_1895,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,16,1.78,28.48,Wednesday,4,2016,,
2016-04-07,d_1896,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,25,1.78,44.5,Thursday,4,2016,,
2016-04-08,d_1897,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,15,1.78,26.7,Friday,4,2016,,
2016-04-09,d_1898,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,27,1.78,48.06,Saturday,4,2016,,
2016-04-10,d_1899,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,16,1.78,28.48,Sunday,4,2016,,
2016-04-11,d_1900,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,23,1.78,40.94,Monday,4,2016,,
2016-04-12,d_1901,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,17,1.78,30.26,Tuesday,4,2016,,
2016-04-13,d_1902,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,13,1.78,23.14,Wednesday,4,2016,,
2016-04-14,d_1903,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,16,1.78,28.48,Thursday,4,2016,,
2016-04-15,d_1904,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,32,1.78,56.96,Friday,4,2016,,
2016-04-16,d_1905,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,26,1.78,46.28,Saturday,4,2016,,
2016-04-17,d_1906,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,22,1.78,39.160000000000004,Sunday,4,2016,,
2016-04-18,d_1907,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,35,1.78,62.300000000000004,Monday,4,2016,,
2016-04-19,d_1908,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,17,1.78,30.26,Tuesday,4,2016,,
2016-04-20,d_1909,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,11,1.78,19.580000000000002,Wednesday,4,2016,,
2016-04-21,d_1910,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,17,1.78,30.26,Thursday,4,2016,,
2016-04-22,d_1911,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,18,1.78,32.04,Friday,4,2016,,
2016-04-23,d_1912,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,21,1.78,37.38,Saturday,4,2016,,
2016-04-24,d_1913,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,16,1.78,28.48,Sunday,4,2016,,
2016-04-25,d_1914,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,16,1.78,28.48,Monday,4,2016,,
2016-04-26,d_1915,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,16,1.78,28.48,Tuesday,4,2016,,
2016-04-27,d_1916,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,15,1.78,26.7,Wednesday,4,2016,,
2016-04-28,d_1917,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,14,1.78,24.92,Thursday,4,2016,,
2016-04-29,d_1918,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,22,1.78,39.160000000000004,Friday,4,2016,,
2016-04-30,d_1919,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,24,1.78,42.72,Saturday,4,2016,Pesach End,Religious
2016-05-01,d_1920,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,27,1.78,48.06,Sunday,5,2016,OrthodoxEaster,Religious
2016-05-02,d_1921,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,12,1.78,21.36,Monday,5,2016,,
2016-05-03,d_1922,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,13,1.78,23.14,Tuesday,5,2016,,
2016-05-04,d_1923,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,12,1.78,21.36,Wednesday,5,2016,,
2016-05-05,d_1924,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,17,1.78,30.26,Thursday,5,2016,Cinco De Mayo,Cultural
2016-05-06,d_1925,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,22,1.78,39.160000000000004,Friday,5,2016,,
2016-05-07,d_1926,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,16,1.78,28.48,Saturday,5,2016,,
2016-05-08,d_1927,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,13,1.78,23.14,Sunday,5,2016,Mother's day,Cultural
2016-05-09,d_1928,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,14,1.78,24.92,Monday,5,2016,,
2016-05-10,d_1929,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,18,1.78,32.04,Tuesday,5,2016,,
2016-05-11,d_1930,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,19,1.78,33.82,Wednesday,5,2016,,
2016-05-12,d_1931,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,10,1.78,17.8,Thursday,5,2016,,
2016-05-13,d_1932,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,13,1.78,23.14,Friday,5,2016,,
2016-05-14,d_1933,FOODS_2_181,FOODS_2,FOODS,TX_1,TX,13,1.78,23.14,Saturday,5,2016,,
